lang,type,N,avg_ns
C,signed_char,10,23.100000000000
C,signed_char,100,170.400000000000
C,signed_char,1000,1598.750000000000
C,signed_char,10000,15953.000000000000
C,signed_char,100000,161380.000000000000
C,signed_char,1000000,1646950.000000000000
C,signed_char,10000000,18519500.000000000000
C,signed_char,100000000,173917000.000000000000
C,short,10,23.010000000000
C,short,100,167.970000000000
C,short,1000,1595.500000000000
C,short,10000,16047.000000000000
C,short,100000,166105.000000000000
C,short,1000000,1732800.000000000000
C,short,10000000,16974500.000000000000
C,short,100000000,176069000.000000000000
C,int,10,23.140000000000
C,int,100,165.460000000000
C,int,1000,1579.400000000000
C,int,10000,15814.000000000000
C,int,100000,181775.000000000000
C,int,1000000,5854950.000000000000
C,int,10000000,17641500.000000000000
C,int,100000000,187555000.000000000000
C,float,10,25.690000000000
C,float,100,269.490000000000
C,float,1000,2818.800000000000
C,float,10000,29172.500000000000
C,float,100000,291725.000000000000
C,float,1000000,3006300.000000000000
C,float,10000000,29350000.000000000000
C,float,100000000,310931000.000000000000
C,double,10,25.140000000000
C,double,100,267.360000000000
C,double,1000,2827.450000000000
C,double,10000,28294.500000000000
C,double,100000,284715.000000000000
C,double,1000000,2941650.000000000000
C,double,10000000,32208500.000000000000
C,double,100000000,335026000.000000000000
