lang,type,N,reps,total_ns,avg_ns,checksum
Java,signed_char,10,2000000,18785261,9.39,-374030363170000
Java,signed_char,100,200000,10366527,51.83,-374030292970000
Java,signed_char,1000,20000,9326554,466.33,-374030273470000
Java,signed_char,10000,2000,8870941,4435.47,-374030284084000
Java,signed_char,100000,200,11542812,57714.06,-374030285408400
Java,signed_char,1000000,20,8910573,445528.65,-374030285402940
Java,signed_char,10000000,2,23571295,11785647.50,-374030286183352
Java,signed_char,100000000,1,69743447,69743447.00,-374030286567259
Java,short,10,2000000,17610906,8.81,-373052112567259
Java,short,100,200000,9758827,48.79,-373001594167259
Java,short,1000,20000,8098658,404.93,-373096496367259
Java,short,10000,2000,8603089,4301.54,-373060137543259
Java,short,100000,200,8366597,41832.99,-373023809981059
Java,short,1000000,20,9974572,498728.60,-373026410792699
Java,short,10000000,2,10649718,5324859.00,-373024098547367
Java,short,100000000,1,48988260,48988260.00,-373020377672475
Java,int,10,2000000,17730441,8.87,-1605160608923672475
Java,int,100,200000,10193931,50.97,-1576671207743672475
Java,int,1000,20000,8667142,433.36,-1333369834322432475
Java,int,10000,2000,8724292,4362.15,-1341280413219386475
Java,int,100000,200,8016898,40084.49,-1348761053089024275
Java,int,1000000,20,11375356,568767.80,-1348323743202163375
Java,int,10000000,2,11678690,5839345.00,-1351463425100254495
Java,int,100000000,1,61565532,61565532.00,-1352371752719832650
Java,float,10,2000000,35620927,17.81,-2399980.980814
Java,float,100,200000,25751295,128.76,-2113224.255706
Java,float,1000,20000,25503267,1275.16,-2330813.528402
Java,float,10000,2000,33560827,16780.41,-2279918.255437
Java,float,100000,200,34643040,173215.20,-2278106.056705
Java,float,1000000,20,35321094,1766054.70,-2282196.871913
Java,float,10000000,2,33472659,16736329.50,-2279632.748282
Java,float,100000000,1,170633548,170633548.00,-2280508.113961
Java,double,10,2000000,19336074,9.67,-1934530.156947
Java,double,100,200000,17198305,85.99,-1971724.987732
Java,double,1000,20000,25423057,1271.15,-1889264.013028
Java,double,10000,2000,26646214,13323.11,-1838162.786215
Java,double,100000,200,27863849,139319.25,-1847050.221657
Java,double,1000000,20,28570100,1428505.00,-1836365.656246
Java,double,10000000,2,29358158,14679079.00,-1836016.371791
Java,double,100000000,1,173372160,173372160.00,-1830589.603428
