lang,type,N,reps,total_ns,avg_ns,checksum
Java,signed_char,10,2000000,18823398,9.41,-374030363170000
Java,signed_char,100,200000,10082068,50.41,-374030292970000
Java,signed_char,1000,20000,7753676,387.68,-374030273470000
Java,signed_char,10000,2000,7841325,3920.66,-374030284084000
Java,signed_char,100000,200,7667296,38336.48,-374030285408400
Java,signed_char,1000000,20,13394545,669727.25,-374030285402940
Java,signed_char,10000000,2,13654415,6827207.50,-374030286183352
Java,signed_char,100000000,1,72444991,72444991.00,-374030286567259
Java,short,10,2000000,19520046,9.76,-373052112567259
Java,short,100,200000,10976816,54.88,-373001594167259
Java,short,1000,20000,9218471,460.92,-373096496367259
Java,short,10000,2000,8474037,4237.02,-373060137543259
Java,short,100000,200,8953858,44769.29,-373023809981059
Java,short,1000000,20,10423940,521197.00,-373026410792699
Java,short,10000000,2,10515657,5257828.50,-373024098547367
Java,short,100000000,1,52893909,52893909.00,-373020377672475
Java,int,10,2000000,18280580,9.14,-1605160608923672475
Java,int,100,200000,9873984,49.37,-1576671207743672475
Java,int,1000,20000,10019983,501.00,-1333369834322432475
Java,int,10000,2000,9165450,4582.73,-1341280413219386475
Java,int,100000,200,8581863,42909.32,-1348761053089024275
Java,int,1000000,20,13525229,676261.45,-1348323743202163375
Java,int,10000000,2,13472877,6736438.50,-1351463425100254495
Java,int,100000000,1,136747679,136747679.00,-1352371752719832650
Java,float,10,2000000,44330219,22.17,-2399980.980814
Java,float,100,200000,28891337,144.46,-2113224.255706
Java,float,1000,20000,25599903,1280.00,-2330813.528402
Java,float,10000,2000,33470741,16735.37,-2279918.255437
Java,float,100000,200,35536406,177682.03,-2278106.056705
Java,float,1000000,20,36752780,1837639.00,-2282196.871913
Java,float,10000000,2,37011038,18505519.00,-2279632.748282
Java,float,100000000,1,168502861,168502861.00,-2280508.113961
Java,double,10,2000000,16388826,8.19,-1934530.156947
Java,double,100,200000,16421313,82.11,-1971724.987732
Java,double,1000,20000,24076188,1203.81,-1889264.013028
Java,double,10000,2000,25158403,12579.20,-1838162.786215
Java,double,100000,200,25090603,125453.02,-1847050.221657
Java,double,1000000,20,26272855,1313642.75,-1836365.656246
Java,double,10000000,2,28216681,14108340.50,-1836016.371791
Java,double,100000000,1,144316047,144316047.00,-1830589.603428
