lang,type,N,avg_ns
C,signed_char,10,5.350000000000
C,signed_char,100,42.540000000000
C,signed_char,1000,386.950000000000
C,signed_char,10000,4159.500000000000
C,signed_char,100000,40530.000000000000
C,signed_char,1000000,392150.000000000000
C,signed_char,10000000,4437000.000000000000
C,signed_char,100000000,45734000.000000000000
C,short,10,4.960000000000
C,short,100,40.460000000000
C,short,1000,405.100000000000
C,short,10000,4127.000000000000
C,short,100000,37255.000000000000
C,short,1000000,404850.000000000000
C,short,10000000,4516000.000000000000
C,short,100000000,52597000.000000000000
C,int,10,4.830000000000
C,int,100,37.420000000000
C,int,1000,377.350000000000
C,int,10000,3799.500000000000
C,int,100000,38645.000000000000
C,int,1000000,468100.000000000000
C,int,10000000,5789500.000000000000
C,int,100000000,73251000.000000000000
C,float,10,7.900000000000
C,float,100,111.640000000000
C,float,1000,1230.200000000000
C,float,10000,12516.000000000000
C,float,100000,125260.000000000000
C,float,1000000,1334100.000000000000
C,float,10000000,13818000.000000000000
C,float,100000000,152205000.000000000000
C,double,10,4.710000000000
C,double,100,78.940000000000
C,double,1000,1179.850000000000
C,double,10000,12532.000000000000
C,double,100000,126575.000000000000
C,double,1000000,1331450.000000000000
C,double,10000000,14151000.000000000000
C,double,100000000,169843000.000000000000
