lang,type,N,avg_ns
C,signed_char,10,4.870000000000
C,signed_char,100,42.480000000000
C,signed_char,1000,412.600000000000
C,signed_char,10000,3936.500000000000
C,signed_char,100000,41370.000000000000
C,signed_char,1000000,437600.000000000000
C,signed_char,10000000,4463000.000000000000
C,signed_char,100000000,49102000.000000000000
C,short,10,5.090000000000
C,short,100,39.730000000000
C,short,1000,419.400000000000
C,short,10000,4150.000000000000
C,short,100000,41940.000000000000
C,short,1000000,408800.000000000000
C,short,10000000,5073500.000000000000
C,short,100000000,49779000.000000000000
C,int,10,4.960000000000
C,int,100,37.360000000000
C,int,1000,386.450000000000
C,int,10000,3912.500000000000
C,int,100000,40935.000000000000
C,int,1000000,495300.000000000000
C,int,10000000,5770500.000000000000
C,int,100000000,70225000.000000000000
C,float,10,7.880000000000
C,float,100,110.840000000000
C,float,1000,1243.200000000000
C,float,10000,12393.500000000000
C,float,100000,125605.000000000000
C,float,1000000,1379100.000000000000
C,float,10000000,13547000.000000000000
C,float,100000000,150241000.000000000000
C,double,10,4.620000000000
C,double,100,77.190000000000
C,double,1000,1203.550000000000
C,double,10000,12889.000000000000
C,double,100000,127830.000000000000
C,double,1000000,1337650.000000000000
C,double,10000000,14741500.000000000000
C,double,100000000,174082000.000000000000
