lang,type,N,avg_ns
C,signed_char,10,4.790000000000
C,signed_char,100,41.120000000000
C,signed_char,1000,385.900000000000
C,signed_char,10000,3893.500000000000
C,signed_char,100000,39415.000000000000
C,signed_char,1000000,408300.000000000000
C,signed_char,10000000,4297000.000000000000
C,signed_char,100000000,48110000.000000000000
C,short,10,4.610000000000
C,short,100,41.840000000000
C,short,1000,387.400000000000
C,short,10000,4047.500000000000
C,short,100000,42535.000000000000
C,short,1000000,420900.000000000000
C,short,10000000,4968500.000000000000
C,short,100000000,51605000.000000000000
C,int,10,4.620000000000
C,int,100,38.330000000000
C,int,1000,383.800000000000
C,int,10000,3999.000000000000
C,int,100000,39470.000000000000
C,int,1000000,480650.000000000000
C,int,10000000,6163000.000000000000
C,int,100000000,80564000.000000000000
C,float,10,7.780000000000
C,float,100,111.500000000000
C,float,1000,1236.500000000000
C,float,10000,12492.500000000000
C,float,100000,125370.000000000000
C,float,1000000,1340900.000000000000
C,float,10000000,13809500.000000000000
C,float,100000000,154339000.000000000000
C,double,10,4.290000000000
C,double,100,77.990000000000
C,double,1000,1181.750000000000
C,double,10000,12456.500000000000
C,double,100000,126890.000000000000
C,double,1000000,1320250.000000000000
C,double,10000000,14589000.000000000000
C,double,100000000,171314000.000000000000
