lang,type,N,avg_ns
C,signed_char,10,9.490000000000
C,signed_char,100,57.410000000000
C,signed_char,1000,416.600000000000
C,signed_char,10000,3902.000000000000
C,signed_char,100000,39925.000000000000
C,signed_char,1000000,415200.000000000000
C,signed_char,10000000,3957000.000000000000
C,signed_char,100000000,57490000.000000000000
C,short,10,6.550000000000
C,short,100,48.410000000000
C,short,1000,414.900000000000
C,short,10000,3987.500000000000
C,short,100000,40420.000000000000
C,short,1000000,597500.000000000000
C,short,10000000,6568000.000000000000
C,short,100000000,51529000.000000000000
C,int,10,4.650000000000
C,int,100,37.410000000000
C,int,1000,396.650000000000
C,int,10000,3729.000000000000
C,int,100000,39680.000000000000
C,int,1000000,521700.000000000000
C,int,10000000,5450000.000000000000
C,int,100000000,72410000.000000000000
C,float,10,8.130000000000
C,float,100,110.710000000000
C,float,1000,1220.900000000000
C,float,10000,12423.500000000000
C,float,100000,128010.000000000000
C,float,1000000,1363050.000000000000
C,float,10000000,14271500.000000000000
C,float,100000000,150395000.000000000000
C,double,10,4.510000000000
C,double,100,77.550000000000
C,double,1000,1195.600000000000
C,double,10000,12301.500000000000
C,double,100000,125480.000000000000
C,double,1000000,1306950.000000000000
C,double,10000000,14849500.000000000000
C,double,100000000,163582000.000000000000
