lang,type,N,avg_ns
C,signed_char,10,23.170000000000
C,signed_char,100,171.780000000000
C,signed_char,1000,1622.450000000000
C,signed_char,10000,15637.000000000000
C,signed_char,100000,160390.000000000000
C,signed_char,1000000,1679100.000000000000
C,signed_char,10000000,16849500.000000000000
C,signed_char,100000000,178220000.000000000000
C,short,10,22.930000000000
C,short,100,170.070000000000
C,short,1000,1559.300000000000
C,short,10000,16097.000000000000
C,short,100000,167530.000000000000
C,short,1000000,1715200.000000000000
C,short,10000000,16945000.000000000000
C,short,100000000,172449000.000000000000
C,int,10,23.500000000000
C,int,100,167.630000000000
C,int,1000,1596.350000000000
C,int,10000,15744.500000000000
C,int,100000,183715.000000000000
C,int,1000000,2041000.000000000000
C,int,10000000,22093500.000000000000
C,int,100000000,185887000.000000000000
C,float,10,25.420000000000
C,float,100,271.880000000000
C,float,1000,2803.900000000000
C,float,10000,28008.000000000000
C,float,100000,286080.000000000000
C,float,1000000,3080450.000000000000
C,float,10000000,29088500.000000000000
C,float,100000000,312167000.000000000000
C,double,10,25.190000000000
C,double,100,265.740000000000
C,double,1000,2769.400000000000
C,double,10000,28091.500000000000
C,double,100000,286215.000000000000
C,double,1000000,3082300.000000000000
C,double,10000000,30998500.000000000000
C,double,100000000,350498000.000000000000
