lang,type,N,avg_ns
C,signed_char,10,7.860000000000
C,signed_char,100,66.540000000000
C,signed_char,1000,576.600000000000
C,signed_char,10000,6105.500000000000
C,signed_char,100000,61365.000000000000
C,signed_char,1000000,675300.000000000000
C,signed_char,10000000,5991500.000000000000
C,signed_char,100000000,68919000.000000000000
C,short,10,5.290000000000
C,short,100,68.380000000000
C,short,1000,605.500000000000
C,short,10000,6059.500000000000
C,short,100000,479895.000000000000
C,short,1000000,769150.000000000000
C,short,10000000,7060000.000000000000
C,short,100000000,77221000.000000000000
C,int,10,7.430000000000
C,int,100,66.000000000000
C,int,1000,580.200000000000
C,int,10000,5817.500000000000
C,int,100000,59390.000000000000
C,int,1000000,673600.000000000000
C,int,10000000,7487500.000000000000
C,int,100000000,83952000.000000000000
C,float,10,8.440000000000
C,float,100,113.180000000000
C,float,1000,1223.950000000000
C,float,10000,12381.500000000000
C,float,100000,125185.000000000000
C,float,1000000,1338750.000000000000
C,float,10000000,13632500.000000000000
C,float,100000000,151165000.000000000000
C,double,10,7.830000000000
C,double,100,79.930000000000
C,double,1000,1176.650000000000
C,double,10000,12316.500000000000
C,double,100000,128110.000000000000
C,double,1000000,1335400.000000000000
C,double,10000000,15469500.000000000000
C,double,100000000,175924000.000000000000
