lang,type,N,reps,total_ns,avg_ns,checksum
Java,signed_char,10,2000000,19943034,9.97,-374030363170000
Java,signed_char,100,200000,10212587,51.06,-374030292970000
Java,signed_char,1000,20000,8911998,445.60,-374030273470000
Java,signed_char,10000,2000,9416298,4708.15,-374030284084000
Java,signed_char,100000,200,10946157,54730.79,-374030285408400
Java,signed_char,1000000,20,7834372,391718.60,-374030285402940
Java,signed_char,10000000,2,13083182,6541591.00,-374030286183352
Java,signed_char,100000000,1,71810111,71810111.00,-374030286567259
Java,short,10,2000000,18301387,9.15,-373052112567259
Java,short,100,200000,10727574,53.64,-373001594167259
Java,short,1000,20000,9185877,459.29,-373096496367259
Java,short,10000,2000,8145917,4072.96,-373060137543259
Java,short,100000,200,8563579,42817.90,-373023809981059
Java,short,1000000,20,9706680,485334.00,-373026410792699
Java,short,10000000,2,10500964,5250482.00,-373024098547367
Java,short,100000000,1,51271512,51271512.00,-373020377672475
Java,int,10,2000000,17745258,8.87,-1605160608923672475
Java,int,100,200000,9839821,49.20,-1576671207743672475
Java,int,1000,20000,8643345,432.17,-1333369834322432475
Java,int,10000,2000,8319573,4159.79,-1341280413219386475
Java,int,100000,200,8783289,43916.45,-1348761053089024275
Java,int,1000000,20,12779630,638981.50,-1348323743202163375
Java,int,10000000,2,12766087,6383043.50,-1351463425100254495
Java,int,100000000,1,59264933,59264933.00,-1352371752719832650
Java,float,10,2000000,37236495,18.62,-2399980.980814
Java,float,100,200000,26374243,131.87,-2113224.255706
Java,float,1000,20000,26264329,1313.22,-2330813.528402
Java,float,10000,2000,44117984,22058.99,-2279918.255437
Java,float,100000,200,35426887,177134.44,-2278106.056705
Java,float,1000000,20,34440320,1722016.00,-2282196.871913
Java,float,10000000,2,34897100,17448550.00,-2279632.748282
Java,float,100000000,1,170568058,170568058.00,-2280508.113961
Java,double,10,2000000,20638697,10.32,-1934530.156947
Java,double,100,200000,17832128,89.16,-1971724.987732
Java,double,1000,20000,27310852,1365.54,-1889264.013028
Java,double,10000,2000,26942931,13471.47,-1838162.786215
Java,double,100000,200,29564718,147823.59,-1847050.221657
Java,double,1000000,20,44406658,2220332.90,-1836365.656246
Java,double,10000000,2,36690723,18345361.50,-1836016.371791
Java,double,100000000,1,158262530,158262530.00,-1830589.603428
