lang,type,N,avg_ns
C,signed_char,10,23.400000000000
C,signed_char,100,174.810000000000
C,signed_char,1000,1609.950000000000
C,signed_char,10000,16326.000000000000
C,signed_char,100000,196380.000000000000
C,signed_char,1000000,1915000.000000000000
C,signed_char,10000000,17827500.000000000000
C,signed_char,100000000,172055000.000000000000
C,short,10,23.140000000000
C,short,100,167.600000000000
C,short,1000,1593.550000000000
C,short,10000,16216.500000000000
C,short,100000,164600.000000000000
C,short,1000000,1647000.000000000000
C,short,10000000,16828000.000000000000
C,short,100000000,175342000.000000000000
C,int,10,23.100000000000
C,int,100,166.550000000000
C,int,1000,7200.950000000000
C,int,10000,15406.500000000000
C,int,100000,161695.000000000000
C,int,1000000,1698950.000000000000
C,int,10000000,17675500.000000000000
C,int,100000000,197867000.000000000000
C,float,10,25.460000000000
C,float,100,266.510000000000
C,float,1000,2770.250000000000
C,float,10000,28340.500000000000
C,float,100000,282550.000000000000
C,float,1000000,2896550.000000000000
C,float,10000000,29100500.000000000000
C,float,100000000,327179000.000000000000
C,double,10,25.440000000000
C,double,100,264.130000000000
C,double,1000,2778.050000000000
C,double,10000,28197.000000000000
C,double,100000,289175.000000000000
C,double,1000000,2907450.000000000000
C,double,10000000,31159500.000000000000
C,double,100000000,334781000.000000000000
