lang,type,N,avg_ns
C,signed_char,10,5.040000000000
C,signed_char,100,41.230000000000
C,signed_char,1000,377.800000000000
C,signed_char,10000,3756.000000000000
C,signed_char,100000,41025.000000000000
C,signed_char,1000000,591750.000000000000
C,signed_char,10000000,4167500.000000000000
C,signed_char,100000000,44607000.000000000000
C,short,10,4.810000000000
C,short,100,41.560000000000
C,short,1000,378.350000000000
C,short,10000,4681.500000000000
C,short,100000,43135.000000000000
C,short,1000000,390450.000000000000
C,short,10000000,4454000.000000000000
C,short,100000000,51601000.000000000000
C,int,10,4.670000000000
C,int,100,37.940000000000
C,int,1000,384.950000000000
C,int,10000,3876.000000000000
C,int,100000,38835.000000000000
C,int,1000000,472250.000000000000
C,int,10000000,5410000.000000000000
C,int,100000000,80752000.000000000000
C,float,10,7.830000000000
C,float,100,110.800000000000
C,float,1000,1221.650000000000
C,float,10000,12933.000000000000
C,float,100000,125500.000000000000
C,float,1000000,1418750.000000000000
C,float,10000000,14665000.000000000000
C,float,100000000,154589000.000000000000
C,double,10,4.350000000000
C,double,100,75.000000000000
C,double,1000,1175.300000000000
C,double,10000,12371.000000000000
C,double,100000,128320.000000000000
C,double,1000000,1310250.000000000000
C,double,10000000,14276500.000000000000
C,double,100000000,171532000.000000000000
