lang,type,N,avg_ns
C,signed_char,10,7.030000000000
C,signed_char,100,46.620000000000
C,signed_char,1000,391.750000000000
C,signed_char,10000,5597.000000000000
C,signed_char,100000,45965.000000000000
C,signed_char,1000000,671650.000000000000
C,signed_char,10000000,6630500.000000000000
C,signed_char,100000000,47088000.000000000000
C,short,10,4.970000000000
C,short,100,38.890000000000
C,short,1000,389.050000000000
C,short,10000,3818.500000000000
C,short,100000,40000.000000000000
C,short,1000000,416250.000000000000
C,short,10000000,4665000.000000000000
C,short,100000000,50609000.000000000000
C,int,10,4.790000000000
C,int,100,37.450000000000
C,int,1000,393.550000000000
C,int,10000,3725.500000000000
C,int,100000,38025.000000000000
C,int,1000000,486900.000000000000
C,int,10000000,5879000.000000000000
C,int,100000000,70817000.000000000000
C,float,10,5.480000000000
C,float,100,33.660000000000
C,float,1000,310.400000000000
C,float,10000,3206.500000000000
C,float,100000,30915.000000000000
C,float,1000000,443000.000000000000
C,float,10000000,4239000.000000000000
C,float,100000000,59588000.000000000000
C,double,10,4.360000000000
C,double,100,23.420000000000
C,double,1000,307.400000000000
C,double,10000,3274.000000000000
C,double,100000,34030.000000000000
C,double,1000000,692400.000000000000
C,double,10000000,8549500.000000000000
C,double,100000000,113976000.000000000000
