lang,type,N,avg_ns
C,signed_char,10,2.990000000000
C,signed_char,100,17.780000000000
C,signed_char,1000,173.680000000000
C,signed_char,10000,1737.150000000000
C,signed_char,100000,17349.500000000000
C,signed_char,1000000,184250.000000000000
C,signed_char,10000000,2217150.000000000000
C,signed_char,100000000,18251500.000000000000
C,short,10,3.000000000000
C,short,100,21.520000000000
C,short,1000,134.060000000000
C,short,10000,1297.050000000000
C,short,100000,13177.000000000000
C,short,1000000,139995.000000000000
C,short,10000000,1947900.000000000000
C,short,100000000,19367900.000000000000
C,int,10,3.370000000000
C,int,100,31.080000000000
C,int,1000,258.120000000000
C,int,10000,2292.950000000000
C,int,100000,29204.500000000000
C,int,1000000,244325.000000000000
C,int,10000000,3823500.000000000000
C,int,100000000,37824100.000000000000
C,float,10,3.830000000000
C,float,100,43.270000000000
C,float,1000,437.750000000000
C,float,10000,4332.850000000000
C,float,100000,43940.500000000000
C,float,1000000,454210.000000000000
C,float,10000000,5142300.000000000000
C,float,100000000,49538400.000000000000
C,double,10,2.440000000000
C,double,100,28.990000000000
C,double,1000,394.710000000000
C,double,10000,4295.300000000000
C,double,100000,46549.500000000000
C,double,1000000,458970.000000000000
C,double,10000000,6580650.000000000000
C,double,100000000,59891000.000000000000
