lang,type,N,avg_ns
C,signed_char,10,3.060000000000
C,signed_char,100,17.250000000000
C,signed_char,1000,171.130000000000
C,signed_char,10000,1730.100000000000
C,signed_char,100000,18218.500000000000
C,signed_char,1000000,180895.000000000000
C,signed_char,10000000,1840450.000000000000
C,signed_char,100000000,18125300.000000000000
C,short,10,2.140000000000
C,short,100,13.630000000000
C,short,1000,131.930000000000
C,short,10000,1318.200000000000
C,short,100000,12944.500000000000
C,short,1000000,161950.000000000000
C,short,10000000,1880300.000000000000
C,short,100000000,18450700.000000000000
C,int,10,3.340000000000
C,int,100,29.420000000000
C,int,1000,237.350000000000
C,int,10000,2202.150000000000
C,int,100000,22113.500000000000
C,int,1000000,240890.000000000000
C,int,10000000,3800400.000000000000
C,int,100000000,37345700.000000000000
C,float,10,3.250000000000
C,float,100,32.990000000000
C,float,1000,325.600000000000
C,float,10000,3300.300000000000
C,float,100000,32821.000000000000
C,float,1000000,367370.000000000000
C,float,10000000,4172200.000000000000
C,float,100000000,41364100.000000000000
C,double,10,1.930000000000
C,double,100,12.370000000000
C,double,1000,196.190000000000
C,double,10000,2140.550000000000
C,double,100000,26122.000000000000
C,double,1000000,359910.000000000000
C,double,10000000,5834800.000000000000
C,double,100000000,55195600.000000000000
