lang,type,N,avg_ns
C,signed_char,10,14.750000000000
C,signed_char,100,157.990000000000
C,signed_char,1000,1563.980000000000
C,signed_char,10000,15752.200000000000
C,signed_char,100000,154316.000000000000
C,signed_char,1000000,1437840.000000000000
C,signed_char,10000000,13705850.000000000000
C,signed_char,100000000,141017000.000000000000
C,short,10,13.960000000000
C,short,100,168.980000000000
C,short,1000,1613.840000000000
C,short,10000,15691.750000000000
C,short,100000,159218.000000000000
C,short,1000000,1608845.000000000000
C,short,10000000,15037450.000000000000
C,short,100000000,152557400.000000000000
C,int,10,14.200000000000
C,int,100,161.470000000000
C,int,1000,1551.230000000000
C,int,10000,16163.100000000000
C,int,100000,161674.000000000000
C,int,1000000,1544245.000000000000
C,int,10000000,15186850.000000000000
C,int,100000000,154309300.000000000000
C,float,10,14.360000000000
C,float,100,165.270000000000
C,float,1000,1705.920000000000
C,float,10000,17160.350000000000
C,float,100000,169788.500000000000
C,float,1000000,1742920.000000000000
C,float,10000000,16730900.000000000000
C,float,100000000,170475500.000000000000
C,double,10,14.060000000000
C,double,100,162.420000000000
C,double,1000,1697.620000000000
C,double,10000,17260.450000000000
C,double,100000,172910.000000000000
C,double,1000000,1734585.000000000000
C,double,10000000,16901700.000000000000
C,double,100000000,173563400.000000000000
