lang,type,N,avg_ns
C,signed_char,10,3.040000000000
C,signed_char,100,17.550000000000
C,signed_char,1000,170.490000000000
C,signed_char,10000,1694.750000000000
C,signed_char,100000,16715.500000000000
C,signed_char,1000000,185495.000000000000
C,signed_char,10000000,1811600.000000000000
C,signed_char,100000000,18680000.000000000000
C,short,10,2.140000000000
C,short,100,13.120000000000
C,short,1000,142.290000000000
C,short,10000,1362.100000000000
C,short,100000,12757.000000000000
C,short,1000000,133270.000000000000
C,short,10000000,1916300.000000000000
C,short,100000000,20656600.000000000000
C,int,10,2.970000000000
C,int,100,30.940000000000
C,int,1000,247.810000000000
C,int,10000,2888.550000000000
C,int,100000,23037.500000000000
C,int,1000000,235470.000000000000
C,int,10000000,3822000.000000000000
C,int,100000000,39020400.000000000000
C,float,10,3.220000000000
C,float,100,32.710000000000
C,float,1000,324.640000000000
C,float,10000,3259.500000000000
C,float,100000,32367.000000000000
C,float,1000000,350275.000000000000
C,float,10000000,4506300.000000000000
C,float,100000000,41665400.000000000000
C,double,10,1.950000000000
C,double,100,12.510000000000
C,double,1000,196.220000000000
C,double,10000,2125.550000000000
C,double,100000,26364.500000000000
C,double,1000000,348400.000000000000
C,double,10000000,5753550.000000000000
C,double,100000000,53296200.000000000000
