lang,type,N,avg_ns
C,signed_char,10,3.080000000000
C,signed_char,100,17.110000000000
C,signed_char,1000,170.060000000000
C,signed_char,10000,1747.000000000000
C,signed_char,100000,17596.000000000000
C,signed_char,1000000,177860.000000000000
C,signed_char,10000000,1825100.000000000000
C,signed_char,100000000,17717800.000000000000
C,short,10,2.350000000000
C,short,100,13.310000000000
C,short,1000,131.310000000000
C,short,10000,1310.650000000000
C,short,100000,13080.000000000000
C,short,1000000,161395.000000000000
C,short,10000000,2104550.000000000000
C,short,100000000,18892400.000000000000
C,int,10,2.790000000000
C,int,100,29.590000000000
C,int,1000,255.720000000000
C,int,10000,2134.950000000000
C,int,100000,21667.500000000000
C,int,1000000,265720.000000000000
C,int,10000000,3650350.000000000000
C,int,100000000,37884700.000000000000
C,float,10,3.750000000000
C,float,100,42.860000000000
C,float,1000,418.130000000000
C,float,10000,4234.700000000000
C,float,100000,42913.000000000000
C,float,1000000,444505.000000000000
C,float,10000000,5071950.000000000000
C,float,100000000,49374400.000000000000
C,double,10,2.350000000000
C,double,100,26.620000000000
C,double,1000,401.840000000000
C,double,10000,4250.500000000000
C,double,100000,45340.000000000000
C,double,1000000,478680.000000000000
C,double,10000000,6518150.000000000000
C,double,100000000,60511400.000000000000
