lang,type,N,avg_ns
C,signed_char,10,3.150000000000
C,signed_char,100,17.510000000000
C,signed_char,1000,182.710000000000
C,signed_char,10000,1789.950000000000
C,signed_char,100000,17938.000000000000
C,signed_char,1000000,188320.000000000000
C,signed_char,10000000,1809950.000000000000
C,signed_char,100000000,17224700.000000000000
C,short,10,2.360000000000
C,short,100,13.450000000000
C,short,1000,131.110000000000
C,short,10000,1357.400000000000
C,short,100000,14028.500000000000
C,short,1000000,162080.000000000000
C,short,10000000,1868650.000000000000
C,short,100000000,18653300.000000000000
C,int,10,3.410000000000
C,int,100,31.260000000000
C,int,1000,282.700000000000
C,int,10000,2274.600000000000
C,int,100000,21731.500000000000
C,int,1000000,236280.000000000000
C,int,10000000,3875050.000000000000
C,int,100000000,36790500.000000000000
C,float,10,3.800000000000
C,float,100,43.100000000000
C,float,1000,434.790000000000
C,float,10000,4400.150000000000
C,float,100000,44060.000000000000
C,float,1000000,456775.000000000000
C,float,10000000,5089100.000000000000
C,float,100000000,50410700.000000000000
C,double,10,2.350000000000
C,double,100,28.410000000000
C,double,1000,402.810000000000
C,double,10000,4246.850000000000
C,double,100000,44134.500000000000
C,double,1000000,488845.000000000000
C,double,10000000,6555250.000000000000
C,double,100000000,60869700.000000000000
