lang,type,N,avg_ns
C,signed_char,10,3.150000000000
C,signed_char,100,28.240000000000
C,signed_char,1000,232.200000000000
C,signed_char,10000,2307.350000000000
C,signed_char,100000,21959.000000000000
C,signed_char,1000000,218780.000000000000
C,signed_char,10000000,2236750.000000000000
C,signed_char,100000000,22485300.000000000000
C,short,10,3.610000000000
C,short,100,34.730000000000
C,short,1000,229.910000000000
C,short,10000,2227.350000000000
C,short,100000,21450.000000000000
C,short,1000000,233635.000000000000
C,short,10000000,2549400.000000000000
C,short,100000000,26892100.000000000000
C,int,10,3.530000000000
C,int,100,30.650000000000
C,int,1000,242.190000000000
C,int,10000,2319.650000000000
C,int,100000,22231.500000000000
C,int,1000000,245840.000000000000
C,int,10000000,3750200.000000000000
C,int,100000000,37607000.000000000000
C,float,10,3.680000000000
C,float,100,37.630000000000
C,float,1000,423.570000000000
C,float,10000,4333.150000000000
C,float,100000,43640.500000000000
C,float,1000000,440650.000000000000
C,float,10000000,5060850.000000000000
C,float,100000000,47534900.000000000000
C,double,10,2.360000000000
C,double,100,26.590000000000
C,double,1000,399.510000000000
C,double,10000,4247.500000000000
C,double,100000,43389.000000000000
C,double,1000000,474800.000000000000
C,double,10000000,6295200.000000000000
C,double,100000000,66197100.000000000000
