lang,type,N,avg_ns
C,signed_char,10,2.990000000000
C,signed_char,100,17.330000000000
C,signed_char,1000,171.280000000000
C,signed_char,10000,1695.200000000000
C,signed_char,100000,17442.000000000000
C,signed_char,1000000,170795.000000000000
C,signed_char,10000000,1703850.000000000000
C,signed_char,100000000,18301200.000000000000
C,short,10,2.190000000000
C,short,100,13.700000000000
C,short,1000,139.210000000000
C,short,10000,1356.000000000000
C,short,100000,13530.500000000000
C,short,1000000,136365.000000000000
C,short,10000000,1941350.000000000000
C,short,100000000,18881900.000000000000
C,int,10,3.090000000000
C,int,100,36.720000000000
C,int,1000,246.520000000000
C,int,10000,2214.750000000000
C,int,100000,22539.500000000000
C,int,1000000,247520.000000000000
C,int,10000000,3755650.000000000000
C,int,100000000,40326400.000000000000
C,float,10,3.220000000000
C,float,100,32.800000000000
C,float,1000,326.430000000000
C,float,10000,3271.100000000000
C,float,100000,32428.000000000000
C,float,1000000,345530.000000000000
C,float,10000000,4196650.000000000000
C,float,100000000,40159800.000000000000
C,double,10,1.920000000000
C,double,100,12.350000000000
C,double,1000,196.100000000000
C,double,10000,2160.950000000000
C,double,100000,23622.500000000000
C,double,1000000,302405.000000000000
C,double,10000000,5474850.000000000000
C,double,100000000,57336100.000000000000
