lang,type,N,avg_ns
C,signed_char,10,3.070000000000
C,signed_char,100,16.130000000000
C,signed_char,1000,174.850000000000
C,signed_char,10000,1576.600000000000
C,signed_char,100000,15885.000000000000
C,signed_char,1000000,161255.000000000000
C,signed_char,10000000,1869800.000000000000
C,signed_char,100000000,16093100.000000000000
C,short,10,2.120000000000
C,short,100,10.710000000000
C,short,1000,102.300000000000
C,short,10000,1042.450000000000
C,short,100000,10249.500000000000
C,short,1000000,105880.000000000000
C,short,10000000,1657950.000000000000
C,short,100000000,17998200.000000000000
C,int,10,2.280000000000
C,int,100,8.250000000000
C,int,1000,68.790000000000
C,int,10000,827.850000000000
C,int,100000,8096.000000000000
C,int,1000000,168195.000000000000
C,int,10000000,2754800.000000000000
C,int,100000000,27548200.000000000000
C,float,10,2.710000000000
C,float,100,17.190000000000
C,float,1000,157.840000000000
C,float,10000,1587.150000000000
C,float,100000,16032.000000000000
C,float,1000000,197240.000000000000
C,float,10000000,3117450.000000000000
C,float,100000000,30531600.000000000000
C,double,10,2.180000000000
C,double,100,8.410000000000
C,double,1000,92.450000000000
C,double,10000,1145.050000000000
C,double,100000,20311.500000000000
C,double,1000000,336055.000000000000
C,double,10000000,5153400.000000000000
C,double,100000000,47944800.000000000000
