lang,type,N,avg_ns
C,signed_char,10,3.320000000000
C,signed_char,100,15.970000000000
C,signed_char,1000,163.430000000000
C,signed_char,10000,1694.200000000000
C,signed_char,100000,16707.500000000000
C,signed_char,1000000,168460.000000000000
C,signed_char,10000000,1910700.000000000000
C,signed_char,100000000,18222500.000000000000
C,short,10,2.260000000000
C,short,100,10.550000000000
C,short,1000,108.750000000000
C,short,10000,1073.800000000000
C,short,100000,10695.500000000000
C,short,1000000,118180.000000000000
C,short,10000000,1701750.000000000000
C,short,100000000,16828400.000000000000
C,int,10,2.180000000000
C,int,100,7.130000000000
C,int,1000,70.790000000000
C,int,10000,833.800000000000
C,int,100000,7494.000000000000
C,int,1000000,177640.000000000000
C,int,10000000,2881700.000000000000
C,int,100000000,28768500.000000000000
C,float,10,2.860000000000
C,float,100,17.760000000000
C,float,1000,163.710000000000
C,float,10000,1612.950000000000
C,float,100000,16089.000000000000
C,float,1000000,182535.000000000000
C,float,10000000,4066150.000000000000
C,float,100000000,29543100.000000000000
C,double,10,2.100000000000
C,double,100,8.180000000000
C,double,1000,94.310000000000
C,double,10000,1120.800000000000
C,double,100000,21908.500000000000
C,double,1000000,318270.000000000000
C,double,10000000,5279850.000000000000
C,double,100000000,52507500.000000000000
