lang,type,N,avg_ns
C,signed_char,10,3.340000000000
C,signed_char,100,16.000000000000
C,signed_char,1000,156.590000000000
C,signed_char,10000,1550.800000000000
C,signed_char,100000,15914.500000000000
C,signed_char,1000000,168695.000000000000
C,signed_char,10000000,2049550.000000000000
C,signed_char,100000000,16193600.000000000000
C,short,10,2.160000000000
C,short,100,10.560000000000
C,short,1000,106.450000000000
C,short,10000,1071.300000000000
C,short,100000,10684.500000000000
C,short,1000000,112075.000000000000
C,short,10000000,1624350.000000000000
C,short,100000000,16999500.000000000000
C,int,10,2.190000000000
C,int,100,6.980000000000
C,int,1000,78.190000000000
C,int,10000,881.500000000000
C,int,100000,9844.500000000000
C,int,1000000,158525.000000000000
C,int,10000000,2982600.000000000000
C,int,100000000,27369600.000000000000
C,float,10,2.850000000000
C,float,100,17.340000000000
C,float,1000,166.060000000000
C,float,10000,1653.350000000000
C,float,100000,17290.000000000000
C,float,1000000,193370.000000000000
C,float,10000000,3439300.000000000000
C,float,100000000,31673000.000000000000
C,double,10,2.180000000000
C,double,100,8.290000000000
C,double,1000,94.440000000000
C,double,10000,1144.200000000000
C,double,100000,22991.500000000000
C,double,1000000,385820.000000000000
C,double,10000000,5672000.000000000000
C,double,100000000,50465200.000000000000
