lang,type,N,avg_ns
C,signed_char,10,3.100000000000
C,signed_char,100,17.180000000000
C,signed_char,1000,174.750000000000
C,signed_char,10000,1801.700000000000
C,signed_char,100000,20544.500000000000
C,signed_char,1000000,195230.000000000000
C,signed_char,10000000,1784650.000000000000
C,signed_char,100000000,17292600.000000000000
C,short,10,2.350000000000
C,short,100,13.560000000000
C,short,1000,131.530000000000
C,short,10000,1527.700000000000
C,short,100000,13642.500000000000
C,short,1000000,135910.000000000000
C,short,10000000,2202250.000000000000
C,short,100000000,19402300.000000000000
C,int,10,3.060000000000
C,int,100,29.660000000000
C,int,1000,257.820000000000
C,int,10000,2240.950000000000
C,int,100000,22146.500000000000
C,int,1000000,246575.000000000000
C,int,10000000,4207300.000000000000
C,int,100000000,39204000.000000000000
C,float,10,3.800000000000
C,float,100,43.090000000000
C,float,1000,433.290000000000
C,float,10000,4320.850000000000
C,float,100000,43463.000000000000
C,float,1000000,445750.000000000000
C,float,10000000,5168350.000000000000
C,float,100000000,49360700.000000000000
C,double,10,2.370000000000
C,double,100,28.870000000000
C,double,1000,400.730000000000
C,double,10000,4262.100000000000
C,double,100000,45104.000000000000
C,double,1000000,493360.000000000000
C,double,10000000,6489650.000000000000
C,double,100000000,60454000.000000000000
