lang,type,N,avg_ns
C,signed_char,10,14.720000000000
C,signed_char,100,164.850000000000
C,signed_char,1000,1600.230000000000
C,signed_char,10000,15664.800000000000
C,signed_char,100000,152250.500000000000
C,signed_char,1000000,1390770.000000000000
C,signed_char,10000000,13265950.000000000000
C,signed_char,100000000,143420100.000000000000
C,short,10,14.380000000000
C,short,100,168.950000000000
C,short,1000,1626.960000000000
C,short,10000,15861.100000000000
C,short,100000,161816.500000000000
C,short,1000000,1549850.000000000000
C,short,10000000,16176200.000000000000
C,short,100000000,149727800.000000000000
C,int,10,14.630000000000
C,int,100,161.690000000000
C,int,1000,1536.880000000000
C,int,10000,16174.400000000000
C,int,100000,161789.000000000000
C,int,1000000,1511465.000000000000
C,int,10000000,15265350.000000000000
C,int,100000000,152105800.000000000000
C,float,10,14.360000000000
C,float,100,165.930000000000
C,float,1000,1703.760000000000
C,float,10000,17234.450000000000
C,float,100000,173423.500000000000
C,float,1000000,1768940.000000000000
C,float,10000000,17371650.000000000000
C,float,100000000,168312300.000000000000
C,double,10,14.670000000000
C,double,100,162.670000000000
C,double,1000,1704.350000000000
C,double,10000,17128.500000000000
C,double,100000,174119.000000000000
C,double,1000000,1741865.000000000000
C,double,10000000,16810750.000000000000
C,double,100000000,170192500.000000000000
