lang,type,N,avg_ns
C,signed_char,10,14.710000000000
C,signed_char,100,179.530000000000
C,signed_char,1000,1582.980000000000
C,signed_char,10000,17280.300000000000
C,signed_char,100000,158274.500000000000
C,signed_char,1000000,1492075.000000000000
C,signed_char,10000000,14363200.000000000000
C,signed_char,100000000,145154500.000000000000
C,short,10,14.500000000000
C,short,100,170.450000000000
C,short,1000,1653.110000000000
C,short,10000,16300.050000000000
C,short,100000,170290.500000000000
C,short,1000000,1697350.000000000000
C,short,10000000,16152450.000000000000
C,short,100000000,162530500.000000000000
C,int,10,14.420000000000
C,int,100,158.480000000000
C,int,1000,1557.570000000000
C,int,10000,16418.950000000000
C,int,100000,163480.000000000000
C,int,1000000,1713975.000000000000
C,int,10000000,16736400.000000000000
C,int,100000000,152878300.000000000000
C,float,10,14.410000000000
C,float,100,166.260000000000
C,float,1000,1698.570000000000
C,float,10000,17208.350000000000
C,float,100000,171756.000000000000
C,float,1000000,1727575.000000000000
C,float,10000000,17100400.000000000000
C,float,100000000,169326900.000000000000
C,double,10,14.080000000000
C,double,100,161.510000000000
C,double,1000,1750.090000000000
C,double,10000,17136.750000000000
C,double,100000,167364.000000000000
C,double,1000000,1750370.000000000000
C,double,10000000,18964850.000000000000
C,double,100000000,172569600.000000000000
