lang,type,N,avg_ns
C,signed_char,10,8.050000000000
C,signed_char,100,53.420000000000
C,signed_char,1000,392.500000000000
C,signed_char,10000,4024.500000000000
C,signed_char,100000,39950.000000000000
C,signed_char,1000000,379450.000000000000
C,signed_char,10000000,4434000.000000000000
C,signed_char,100000000,47019000.000000000000
C,short,10,4.570000000000
C,short,100,40.110000000000
C,short,1000,376.300000000000
C,short,10000,3935.000000000000
C,short,100000,39680.000000000000
C,short,1000000,396800.000000000000
C,short,10000000,6138000.000000000000
C,short,100000000,74860000.000000000000
C,int,10,4.780000000000
C,int,100,41.930000000000
C,int,1000,386.250000000000
C,int,10000,3605.000000000000
C,int,100000,41960.000000000000
C,int,1000000,515300.000000000000
C,int,10000000,5949500.000000000000
C,int,100000000,117558000.000000000000
C,float,10,5.810000000000
C,float,100,31.800000000000
C,float,1000,319.100000000000
C,float,10000,3371.000000000000
C,float,100000,33275.000000000000
C,float,1000000,460350.000000000000
C,float,10000000,4758000.000000000000
C,float,100000000,83766000.000000000000
C,double,10,4.470000000000
C,double,100,25.950000000000
C,double,1000,327.600000000000
C,double,10000,3624.000000000000
C,double,100000,39515.000000000000
C,double,1000000,808150.000000000000
C,double,10000000,10067000.000000000000
C,double,100000000,109712000.000000000000
