lang,type,N,avg_ns
C,signed_char,10,5.150000000000
C,signed_char,100,41.410000000000
C,signed_char,1000,386.600000000000
C,signed_char,10000,3849.000000000000
C,signed_char,100000,40880.000000000000
C,signed_char,1000000,517950.000000000000
C,signed_char,10000000,4955000.000000000000
C,signed_char,100000000,49867000.000000000000
C,short,10,5.120000000000
C,short,100,40.570000000000
C,short,1000,396.000000000000
C,short,10000,3962.000000000000
C,short,100000,41400.000000000000
C,short,1000000,431150.000000000000
C,short,10000000,5255000.000000000000
C,short,100000000,56953000.000000000000
C,int,10,4.820000000000
C,int,100,45.800000000000
C,int,1000,395.450000000000
C,int,10000,4760.500000000000
C,int,100000,48215.000000000000
C,int,1000000,651400.000000000000
C,int,10000000,6880500.000000000000
C,int,100000000,83291000.000000000000
C,float,10,5.930000000000
C,float,100,33.240000000000
C,float,1000,341.950000000000
C,float,10000,3681.000000000000
C,float,100000,41700.000000000000
C,float,1000000,506900.000000000000
C,float,10000000,5176000.000000000000
C,float,100000000,185275000.000000000000
C,double,10,12.770000000000
C,double,100,91.980000000000
C,double,1000,660.750000000000
C,double,10000,14251.500000000000
C,double,100000,79450.000000000000
C,double,1000000,1560500.000000000000
C,double,10000000,20177000.000000000000
C,double,100000000,277167000.000000000000
