lang,type,N,avg_ns
C,signed_char,10,5.900000000000
C,signed_char,100,16.140000000000
C,signed_char,1000,172.250000000000
C,signed_char,10000,1529.500000000000
C,signed_char,100000,20260.000000000000
C,signed_char,1000000,158000.000000000000
C,signed_char,10000000,2002000.000000000000
C,signed_char,100000000,24909000.000000000000
C,short,10,5.740000000000
C,short,100,17.410000000000
C,short,1000,157.350000000000
C,short,10000,1713.000000000000
C,short,100000,15995.000000000000
C,short,1000000,231600.000000000000
C,short,10000000,2765500.000000000000
C,short,100000000,32268000.000000000000
C,int,10,5.660000000000
C,int,100,16.290000000000
C,int,1000,165.650000000000
C,int,10000,1919.000000000000
C,int,100000,17765.000000000000
C,int,1000000,323650.000000000000
C,int,10000000,4160500.000000000000
C,int,100000000,56690000.000000000000
C,float,10,7.840000000000
C,float,100,16.610000000000
C,float,1000,132.250000000000
C,float,10000,1647.000000000000
C,float,100000,17490.000000000000
C,float,1000000,336700.000000000000
C,float,10000000,4084000.000000000000
C,float,100000000,51487000.000000000000
C,double,10,5.120000000000
C,double,100,9.820000000000
C,double,1000,87.150000000000
C,double,10000,1696.000000000000
C,double,100000,25690.000000000000
C,double,1000000,920150.000000000000
C,double,10000000,10998000.000000000000
C,double,100000000,119817000.000000000000
