lang,type,N,avg_ns
C,signed_char,10,6.280000000000
C,signed_char,100,15.200000000000
C,signed_char,1000,182.000000000000
C,signed_char,10000,1868.500000000000
C,signed_char,100000,16600.000000000000
C,signed_char,1000000,212100.000000000000
C,signed_char,10000000,2284000.000000000000
C,signed_char,100000000,20389000.000000000000
C,short,10,5.390000000000
C,short,100,15.210000000000
C,short,1000,161.850000000000
C,short,10000,1539.500000000000
C,short,100000,16060.000000000000
C,short,1000000,209500.000000000000
C,short,10000000,2391500.000000000000
C,short,100000000,29178000.000000000000
C,int,10,5.390000000000
C,int,100,15.170000000000
C,int,1000,160.250000000000
C,int,10000,1704.000000000000
C,int,100000,17950.000000000000
C,int,1000000,5271900.000000000000
C,int,10000000,4518500.000000000000
C,int,100000000,54305000.000000000000
C,float,10,7.890000000000
C,float,100,16.020000000000
C,float,1000,128.850000000000
C,float,10000,1628.000000000000
C,float,100000,18495.000000000000
C,float,1000000,287700.000000000000
C,float,10000000,4147000.000000000000
C,float,100000000,51885000.000000000000
C,double,10,5.120000000000
C,double,100,9.810000000000
C,double,1000,90.200000000000
C,double,10000,1749.000000000000
C,double,100000,26310.000000000000
C,double,1000000,909700.000000000000
C,double,10000000,10156000.000000000000
C,double,100000000,288550000.000000000000
