lang,type,N,avg_ns
C,signed_char,10,5.370000000000
C,signed_char,100,16.520000000000
C,signed_char,1000,169.550000000000
C,signed_char,10000,1618.500000000000
C,signed_char,100000,16035.000000000000
C,signed_char,1000000,154850.000000000000
C,signed_char,10000000,1604500.000000000000
C,signed_char,100000000,18030000.000000000000
C,short,10,5.510000000000
C,short,100,15.160000000000
C,short,1000,158.150000000000
C,short,10000,1710.500000000000
C,short,100000,15275.000000000000
C,short,1000000,202750.000000000000
C,short,10000000,3557500.000000000000
C,short,100000000,28509000.000000000000
C,int,10,5.380000000000
C,int,100,16.750000000000
C,int,1000,157.850000000000
C,int,10000,1653.500000000000
C,int,100000,17750.000000000000
C,int,1000000,345150.000000000000
C,int,10000000,3895500.000000000000
C,int,100000000,49752000.000000000000
C,float,10,7.870000000000
C,float,100,16.610000000000
C,float,1000,123.650000000000
C,float,10000,1688.000000000000
C,float,100000,17210.000000000000
C,float,1000000,314450.000000000000
C,float,10000000,3543500.000000000000
C,float,100000000,97585000.000000000000
C,double,10,19.400000000000
C,double,100,25.710000000000
C,double,1000,514.750000000000
C,double,10000,5103.500000000000
C,double,100000,87480.000000000000
C,double,1000000,2595500.000000000000
C,double,10000000,13563500.000000000000
C,double,100000000,221029000.000000000000
