lang,type,N,avg_ns
C,signed_char,10,6.370000000000
C,signed_char,100,15.880000000000
C,signed_char,1000,158.400000000000
C,signed_char,10000,1936.000000000000
C,signed_char,100000,17675.000000000000
C,signed_char,1000000,159450.000000000000
C,signed_char,10000000,1902000.000000000000
C,signed_char,100000000,26995000.000000000000
C,short,10,5.380000000000
C,short,100,17.460000000000
C,short,1000,159.950000000000
C,short,10000,1669.500000000000
C,short,100000,15510.000000000000
C,short,1000000,225150.000000000000
C,short,10000000,2815000.000000000000
C,short,100000000,35463000.000000000000
C,int,10,5.930000000000
C,int,100,17.210000000000
C,int,1000,158.450000000000
C,int,10000,2169.500000000000
C,int,100000,18945.000000000000
C,int,1000000,400700.000000000000
C,int,10000000,4914500.000000000000
C,int,100000000,49470000.000000000000
C,float,10,7.560000000000
C,float,100,14.170000000000
C,float,1000,110.450000000000
C,float,10000,1452.000000000000
C,float,100000,15555.000000000000
C,float,1000000,307300.000000000000
C,float,10000000,4303500.000000000000
C,float,100000000,66142000.000000000000
C,double,10,5.580000000000
C,double,100,10.020000000000
C,double,1000,94.350000000000
C,double,10000,2104.500000000000
C,double,100000,30950.000000000000
C,double,1000000,977950.000000000000
C,double,10000000,10961000.000000000000
C,double,100000000,149443000.000000000000
