lang,type,N,avg_ns
C,signed_char,10,6.020000000000
C,signed_char,100,15.290000000000
C,signed_char,1000,167.000000000000
C,signed_char,10000,1526.500000000000
C,signed_char,100000,18140.000000000000
C,signed_char,1000000,177900.000000000000
C,signed_char,10000000,2423500.000000000000
C,signed_char,100000000,25200000.000000000000
C,short,10,6.100000000000
C,short,100,17.570000000000
C,short,1000,170.650000000000
C,short,10000,1826.000000000000
C,short,100000,18565.000000000000
C,short,1000000,254000.000000000000
C,short,10000000,2369500.000000000000
C,short,100000000,37554000.000000000000
C,int,10,5.340000000000
C,int,100,15.170000000000
C,int,1000,171.350000000000
C,int,10000,1662.000000000000
C,int,100000,18280.000000000000
C,int,1000000,355050.000000000000
C,int,10000000,4470500.000000000000
C,int,100000000,52596000.000000000000
C,float,10,8.220000000000
C,float,100,19.020000000000
C,float,1000,128.550000000000
C,float,10000,1645.500000000000
C,float,100000,18605.000000000000
C,float,1000000,360250.000000000000
C,float,10000000,4150000.000000000000
C,float,100000000,54667000.000000000000
C,double,10,4.990000000000
C,double,100,10.210000000000
C,double,1000,96.150000000000
C,double,10000,1727.500000000000
C,double,100000,27595.000000000000
C,double,1000000,971650.000000000000
C,double,10000000,11615000.000000000000
C,double,100000000,120347000.000000000000
