lang,type,N,avg_ns
C,signed_char,10,5.520000000000
C,signed_char,100,16.200000000000
C,signed_char,1000,198.800000000000
C,signed_char,10000,1737.500000000000
C,signed_char,100000,17000.000000000000
C,signed_char,1000000,174900.000000000000
C,signed_char,10000000,2519000.000000000000
C,signed_char,100000000,22740000.000000000000
C,short,10,5.930000000000
C,short,100,16.700000000000
C,short,1000,166.450000000000
C,short,10000,1547.000000000000
C,short,100000,19740.000000000000
C,short,1000000,237000.000000000000
C,short,10000000,3098500.000000000000
C,short,100000000,35185000.000000000000
C,int,10,5.630000000000
C,int,100,18.210000000000
C,int,1000,200.000000000000
C,int,10000,2654.000000000000
C,int,100000,18185.000000000000
C,int,1000000,343150.000000000000
C,int,10000000,8461500.000000000000
C,int,100000000,58760000.000000000000
C,float,10,7.910000000000
C,float,100,15.980000000000
C,float,1000,133.750000000000
C,float,10000,1795.500000000000
C,float,100000,17650.000000000000
C,float,1000000,382050.000000000000
C,float,10000000,3838000.000000000000
C,float,100000000,52730000.000000000000
C,double,10,4.970000000000
C,double,100,13.710000000000
C,double,1000,87.250000000000
C,double,10000,1698.000000000000
C,double,100000,25685.000000000000
C,double,1000000,928250.000000000000
C,double,10000000,10035500.000000000000
C,double,100000000,140598000.000000000000
