lang,type,N,avg_ns
C,signed_char,10,7.900000000000
C,signed_char,100,18.020000000000
C,signed_char,1000,177.450000000000
C,signed_char,10000,1541.500000000000
C,signed_char,100000,16835.000000000000
C,signed_char,1000000,164400.000000000000
C,signed_char,10000000,2016500.000000000000
C,signed_char,100000000,32632000.000000000000
C,short,10,5.940000000000
C,short,100,17.110000000000
C,short,1000,173.000000000000
C,short,10000,1690.000000000000
C,short,100000,21410.000000000000
C,short,1000000,241500.000000000000
C,short,10000000,4129500.000000000000
C,short,100000000,48013000.000000000000
C,int,10,5.320000000000
C,int,100,15.330000000000
C,int,1000,156.050000000000
C,int,10000,1700.500000000000
C,int,100000,19015.000000000000
C,int,1000000,355450.000000000000
C,int,10000000,4672500.000000000000
C,int,100000000,89061000.000000000000
C,float,10,7.450000000000
C,float,100,17.300000000000
C,float,1000,114.400000000000
C,float,10000,1585.000000000000
C,float,100000,17360.000000000000
C,float,1000000,306300.000000000000
C,float,10000000,3333500.000000000000
C,float,100000000,62957000.000000000000
C,double,10,5.820000000000
C,double,100,13.360000000000
C,double,1000,86.000000000000
C,double,10000,2173.000000000000
C,double,100000,39200.000000000000
C,double,1000000,1139350.000000000000
C,double,10000000,11700000.000000000000
C,double,100000000,181788000.000000000000
