lang,type,N,avg_ns
C,signed_char,10,23.960000000000
C,signed_char,100,176.250000000000
C,signed_char,1000,1617.750000000000
C,signed_char,10000,16196.000000000000
C,signed_char,100000,168110.000000000000
C,signed_char,1000000,1683800.000000000000
C,signed_char,10000000,17932500.000000000000
C,signed_char,100000000,200421000.000000000000
C,short,10,24.280000000000
C,short,100,181.070000000000
C,short,1000,1643.750000000000
C,short,10000,16221.000000000000
C,short,100000,167135.000000000000
C,short,1000000,1704450.000000000000
C,short,10000000,19638000.000000000000
C,short,100000000,246579000.000000000000
C,int,10,24.830000000000
C,int,100,180.490000000000
C,int,1000,1690.900000000000
C,int,10000,20206.500000000000
C,int,100000,215980.000000000000
C,int,1000000,2095700.000000000000
C,int,10000000,44596000.000000000000
C,int,100000000,211151000.000000000000
C,float,10,26.170000000000
C,float,100,280.350000000000
C,float,1000,2894.050000000000
C,float,10000,29443.000000000000
C,float,100000,302600.000000000000
C,float,1000000,3289000.000000000000
C,float,10000000,31267000.000000000000
C,float,100000000,346552000.000000000000
C,double,10,26.150000000000
C,double,100,274.910000000000
C,double,1000,2860.050000000000
C,double,10000,28957.500000000000
C,double,100000,307160.000000000000
C,double,1000000,3184800.000000000000
C,double,10000000,32714000.000000000000
C,double,100000000,417481000.000000000000
