lang,type,N,avg_ns
C,signed_char,10,4.780000000000
C,signed_char,100,39.380000000000
C,signed_char,1000,407.350000000000
C,signed_char,10000,3751.500000000000
C,signed_char,100000,42025.000000000000
C,signed_char,1000000,424250.000000000000
C,signed_char,10000000,4676500.000000000000
C,signed_char,100000000,52545000.000000000000
C,short,10,4.370000000000
C,short,100,38.140000000000
C,short,1000,385.450000000000
C,short,10000,3885.000000000000
C,short,100000,45475.000000000000
C,short,1000000,472900.000000000000
C,short,10000000,4751500.000000000000
C,short,100000000,56681000.000000000000
C,int,10,4.420000000000
C,int,100,41.120000000000
C,int,1000,393.300000000000
C,int,10000,4063.500000000000
C,int,100000,40570.000000000000
C,int,1000000,631300.000000000000
C,int,10000000,7092000.000000000000
C,int,100000000,87675000.000000000000
C,float,10,8.510000000000
C,float,100,135.490000000000
C,float,1000,1341.800000000000
C,float,10000,21059.500000000000
C,float,100000,136455.000000000000
C,float,1000000,1764850.000000000000
C,float,10000000,22656000.000000000000
C,float,100000000,175862000.000000000000
C,double,10,3.910000000000
C,double,100,82.590000000000
C,double,1000,1288.600000000000
C,double,10000,13506.500000000000
C,double,100000,146155.000000000000
C,double,1000000,1462550.000000000000
C,double,10000000,16525000.000000000000
C,double,100000000,179766000.000000000000
