lang,type,N,avg_ns
C,signed_char,10,12.730000000000
C,signed_char,100,90.280000000000
C,signed_char,1000,830.000000000000
C,signed_char,10000,7346.000000000000
C,signed_char,100000,65225.000000000000
C,signed_char,1000000,697300.000000000000
C,signed_char,10000000,6229000.000000000000
C,signed_char,100000000,74731000.000000000000
C,short,10,6.170000000000
C,short,100,71.770000000000
C,short,1000,613.050000000000
C,short,10000,6642.500000000000
C,short,100000,67700.000000000000
C,short,1000000,739250.000000000000
C,short,10000000,7638000.000000000000
C,short,100000000,87016000.000000000000
C,int,10,7.620000000000
C,int,100,72.360000000000
C,int,1000,647.250000000000
C,int,10000,6461.000000000000
C,int,100000,57215.000000000000
C,int,1000000,749050.000000000000
C,int,10000000,9642500.000000000000
C,int,100000000,100705000.000000000000
C,float,10,8.470000000000
C,float,100,114.810000000000
C,float,1000,1273.850000000000
C,float,10000,12888.000000000000
C,float,100000,136170.000000000000
C,float,1000000,1521500.000000000000
C,float,10000000,15681500.000000000000
C,float,100000000,206873000.000000000000
C,double,10,8.850000000000
C,double,100,84.970000000000
C,double,1000,1234.750000000000
C,double,10000,12943.500000000000
C,double,100000,141265.000000000000
C,double,1000000,1468400.000000000000
C,double,10000000,18634000.000000000000
C,double,100000000,192445000.000000000000
