lang,type,N,avg_ns
C,signed_char,10,29.380000000000
C,signed_char,100,188.930000000000
C,signed_char,1000,1709.500000000000
C,signed_char,10000,16246.500000000000
C,signed_char,100000,168585.000000000000
C,signed_char,1000000,1686650.000000000000
C,signed_char,10000000,23700000.000000000000
C,signed_char,100000000,334408000.000000000000
C,short,10,34.870000000000
C,short,100,527.240000000000
C,short,1000,2044.500000000000
C,short,10000,81001.500000000000
C,short,100000,504465.000000000000
C,short,1000000,3241800.000000000000
C,short,10000000,31129500.000000000000
C,short,100000000,370942000.000000000000
C,int,10,26.290000000000
C,int,100,201.160000000000
C,int,1000,1811.050000000000
C,int,10000,18549.000000000000
C,int,100000,196755.000000000000
C,int,1000000,2181300.000000000000
C,int,10000000,22391000.000000000000
C,int,100000000,293241000.000000000000
C,float,10,30.490000000000
C,float,100,289.340000000000
C,float,1000,3077.900000000000
C,float,10000,32276.000000000000
C,float,100000,341110.000000000000
C,float,1000000,3530700.000000000000
C,float,10000000,34741500.000000000000
C,float,100000000,417376000.000000000000
C,double,10,28.380000000000
C,double,100,315.870000000000
C,double,1000,3221.600000000000
C,double,10000,38183.000000000000
C,double,100000,349175.000000000000
C,double,1000000,3571000.000000000000
C,double,10000000,41791000.000000000000
C,double,100000000,511109000.000000000000
