lang,type,N,avg_ns
C,signed_char,10,4.890000000000
C,signed_char,100,38.670000000000
C,signed_char,1000,406.500000000000
C,signed_char,10000,3806.500000000000
C,signed_char,100000,41625.000000000000
C,signed_char,1000000,437650.000000000000
C,signed_char,10000000,4385500.000000000000
C,signed_char,100000000,49314000.000000000000
C,short,10,7.050000000000
C,short,100,54.200000000000
C,short,1000,562.850000000000
C,short,10000,4819.000000000000
C,short,100000,41650.000000000000
C,short,1000000,463700.000000000000
C,short,10000000,4893500.000000000000
C,short,100000000,55385000.000000000000
C,int,10,4.270000000000
C,int,100,37.040000000000
C,int,1000,391.350000000000
C,int,10000,3841.000000000000
C,int,100000,39580.000000000000
C,int,1000000,630250.000000000000
C,int,10000000,6499500.000000000000
C,int,100000000,211827000.000000000000
C,float,10,8.050000000000
C,float,100,140.010000000000
C,float,1000,1326.500000000000
C,float,10000,14112.500000000000
C,float,100000,174410.000000000000
C,float,1000000,1866350.000000000000
C,float,10000000,16100000.000000000000
C,float,100000000,179368000.000000000000
C,double,10,5.550000000000
C,double,100,101.550000000000
C,double,1000,1362.850000000000
C,double,10000,13679.500000000000
C,double,100000,150840.000000000000
C,double,1000000,1773500.000000000000
C,double,10000000,17572500.000000000000
C,double,100000000,181152000.000000000000
