lang,type,N,avg_ns
C,signed_char,10,8.000000000000
C,signed_char,100,72.690000000000
C,signed_char,1000,591.500000000000
C,signed_char,10000,6042.000000000000
C,signed_char,100000,58675.000000000000
C,signed_char,1000000,641300.000000000000
C,signed_char,10000000,7001500.000000000000
C,signed_char,100000000,72443000.000000000000
C,short,10,5.620000000000
C,short,100,72.190000000000
C,short,1000,611.950000000000
C,short,10000,15121.000000000000
C,short,100000,178565.000000000000
C,short,1000000,691450.000000000000
C,short,10000000,7212000.000000000000
C,short,100000000,82564000.000000000000
C,int,10,7.670000000000
C,int,100,67.610000000000
C,int,1000,589.150000000000
C,int,10000,6263.500000000000
C,int,100000,60150.000000000000
C,int,1000000,739300.000000000000
C,int,10000000,8561000.000000000000
C,int,100000000,98284000.000000000000
C,float,10,8.470000000000
C,float,100,115.670000000000
C,float,1000,1248.400000000000
C,float,10000,13002.500000000000
C,float,100000,132680.000000000000
C,float,1000000,1458750.000000000000
C,float,10000000,15039000.000000000000
C,float,100000000,170737000.000000000000
C,double,10,8.340000000000
C,double,100,84.180000000000
C,double,1000,1216.400000000000
C,double,10000,13311.000000000000
C,double,100000,135800.000000000000
C,double,1000000,1508200.000000000000
C,double,10000000,16340500.000000000000
C,double,100000000,189541000.000000000000
