lang,type,N,avg_ns
C,signed_char,10,7.730000000000
C,signed_char,100,54.090000000000
C,signed_char,1000,543.100000000000
C,signed_char,10000,5498.000000000000
C,signed_char,100000,61065.000000000000
C,signed_char,1000000,777950.000000000000
C,signed_char,10000000,5241000.000000000000
C,signed_char,100000000,49811000.000000000000
C,short,10,4.310000000000
C,short,100,40.600000000000
C,short,1000,382.350000000000
C,short,10000,3965.000000000000
C,short,100000,42035.000000000000
C,short,1000000,454900.000000000000
C,short,10000000,5017500.000000000000
C,short,100000000,60844000.000000000000
C,int,10,4.150000000000
C,int,100,37.890000000000
C,int,1000,391.200000000000
C,int,10000,3866.500000000000
C,int,100000,39175.000000000000
C,int,1000000,561350.000000000000
C,int,10000000,6440500.000000000000
C,int,100000000,80360000.000000000000
C,float,10,7.470000000000
C,float,100,111.840000000000
C,float,1000,1249.700000000000
C,float,10000,12743.500000000000
C,float,100000,128665.000000000000
C,float,1000000,1521200.000000000000
C,float,10000000,14543000.000000000000
C,float,100000000,166498000.000000000000
C,double,10,3.630000000000
C,double,100,78.660000000000
C,double,1000,1207.850000000000
C,double,10000,12896.000000000000
C,double,100000,131155.000000000000
C,double,1000000,1454250.000000000000
C,double,10000000,16200000.000000000000
C,double,100000000,181289000.000000000000
