lang,type,N,avg_ns
C,signed_char,10,24.160000000000
C,signed_char,100,177.870000000000
C,signed_char,1000,1673.750000000000
C,signed_char,10000,15936.500000000000
C,signed_char,100000,174230.000000000000
C,signed_char,1000000,1707550.000000000000
C,signed_char,10000000,17601500.000000000000
C,signed_char,100000000,319658000.000000000000
C,short,10,24.490000000000
C,short,100,178.420000000000
C,short,1000,1648.300000000000
C,short,10000,18316.500000000000
C,short,100000,183225.000000000000
C,short,1000000,1854350.000000000000
C,short,10000000,98370500.000000000000
C,short,100000000,244462000.000000000000
C,int,10,26.680000000000
C,int,100,203.470000000000
C,int,1000,2004.550000000000
C,int,10000,19464.500000000000
C,int,100000,199565.000000000000
C,int,1000000,2022600.000000000000
C,int,10000000,23373500.000000000000
C,int,100000000,220543000.000000000000
C,float,10,28.060000000000
C,float,100,296.740000000000
C,float,1000,3056.050000000000
C,float,10000,30541.500000000000
C,float,100000,317270.000000000000
C,float,1000000,3224000.000000000000
C,float,10000000,33037500.000000000000
C,float,100000000,459379000.000000000000
C,double,10,27.200000000000
C,double,100,287.810000000000
C,double,1000,2894.450000000000
C,double,10000,30992.500000000000
C,double,100000,317215.000000000000
C,double,1000000,3262750.000000000000
C,double,10000000,39400000.000000000000
C,double,100000000,410816000.000000000000
