lang,type,N,avg_ns
C,signed_char,10,8.540000000000
C,signed_char,100,69.490000000000
C,signed_char,1000,603.400000000000
C,signed_char,10000,5841.500000000000
C,signed_char,100000,67765.000000000000
C,signed_char,1000000,674050.000000000000
C,signed_char,10000000,8164500.000000000000
C,signed_char,100000000,77288000.000000000000
C,short,10,5.870000000000
C,short,100,72.930000000000
C,short,1000,668.200000000000
C,short,10000,6802.000000000000
C,short,100000,70640.000000000000
C,short,1000000,806150.000000000000
C,short,10000000,8304000.000000000000
C,short,100000000,84915000.000000000000
C,int,10,8.250000000000
C,int,100,73.920000000000
C,int,1000,652.250000000000
C,int,10000,6331.000000000000
C,int,100000,62535.000000000000
C,int,1000000,1007100.000000000000
C,int,10000000,8513000.000000000000
C,int,100000000,101779000.000000000000
C,float,10,8.710000000000
C,float,100,121.680000000000
C,float,1000,1369.100000000000
C,float,10000,13030.500000000000
C,float,100000,132810.000000000000
C,float,1000000,1527800.000000000000
C,float,10000000,15131000.000000000000
C,float,100000000,164385000.000000000000
C,double,10,8.230000000000
C,double,100,82.120000000000
C,double,1000,1219.100000000000
C,double,10000,12997.000000000000
C,double,100000,132225.000000000000
C,double,1000000,1441100.000000000000
C,double,10000000,16771500.000000000000
C,double,100000000,196923000.000000000000
