lang,type,N,avg_ns
C,signed_char,10,4.560000000000
C,signed_char,100,44.500000000000
C,signed_char,1000,382.700000000000
C,signed_char,10000,4459.500000000000
C,signed_char,100000,45630.000000000000
C,signed_char,1000000,442350.000000000000
C,signed_char,10000000,4890500.000000000000
C,signed_char,100000000,55524000.000000000000
C,short,10,4.340000000000
C,short,100,48.000000000000
C,short,1000,380.950000000000
C,short,10000,4393.000000000000
C,short,100000,39470.000000000000
C,short,1000000,440550.000000000000
C,short,10000000,5038000.000000000000
C,short,100000000,205800000.000000000000
C,int,10,7.830000000000
C,int,100,84.530000000000
C,int,1000,677.650000000000
C,int,10000,24100.000000000000
C,int,100000,412740.000000000000
C,int,1000000,4599100.000000000000
C,int,10000000,8220500.000000000000
C,int,100000000,98125000.000000000000
C,float,10,8.120000000000
C,float,100,126.750000000000
C,float,1000,1294.250000000000
C,float,10000,14203.000000000000
C,float,100000,141130.000000000000
C,float,1000000,1490250.000000000000
C,float,10000000,13495000.000000000000
C,float,100000000,165090000.000000000000
C,double,10,3.470000000000
C,double,100,77.770000000000
C,double,1000,1228.700000000000
C,double,10000,12833.500000000000
C,double,100000,131180.000000000000
C,double,1000000,1410000.000000000000
C,double,10000000,15567000.000000000000
C,double,100000000,173920000.000000000000
