lang,type,N,avg_ns
C,signed_char,10,4.870000000000
C,signed_char,100,38.790000000000
C,signed_char,1000,408.300000000000
C,signed_char,10000,3791.500000000000
C,signed_char,100000,44875.000000000000
C,signed_char,1000000,441950.000000000000
C,signed_char,10000000,4716500.000000000000
C,signed_char,100000000,55212000.000000000000
C,short,10,4.330000000000
C,short,100,38.910000000000
C,short,1000,390.950000000000
C,short,10000,3865.500000000000
C,short,100000,44055.000000000000
C,short,1000000,464950.000000000000
C,short,10000000,5289500.000000000000
C,short,100000000,55443000.000000000000
C,int,10,4.370000000000
C,int,100,37.560000000000
C,int,1000,413.800000000000
C,int,10000,3718.000000000000
C,int,100000,41735.000000000000
C,int,1000000,575350.000000000000
C,int,10000000,6389000.000000000000
C,int,100000000,92953000.000000000000
C,float,10,7.510000000000
C,float,100,132.430000000000
C,float,1000,1322.850000000000
C,float,10000,13620.500000000000
C,float,100000,140750.000000000000
C,float,1000000,1435950.000000000000
C,float,10000000,14057000.000000000000
C,float,100000000,175883000.000000000000
C,double,10,3.830000000000
C,double,100,82.680000000000
C,double,1000,1292.750000000000
C,double,10000,13881.000000000000
C,double,100000,146785.000000000000
C,double,1000000,1565250.000000000000
C,double,10000000,17610000.000000000000
C,double,100000000,203346000.000000000000
